wdzjPlatId,isBroken,amount,avgBidMoney,avgBorrowMoney,bidderNum,borrowerNum,currentLeverageAmount,fullloanTime,incomeRate,loanPeriod,stayStillOfTotal,top10DueInProportion,top10StayStillProportion,totalLoanNum
128,0,49119.51,3.57,0.83,13757,59499,39.08,9.02,11.86,6.6,269840.42,17.94,11.04,62104
128,0,53754.84,3.96,0.85,13579,63465,39.29,7.27,11.73,5.84,271286.71,16.83,10.85,67389
128,0,56999.41,4.39,0.92,12987,62115,39.31,7.08,12.26,7.54,271416.35,14.77,10.3,70587
128,0,48625.32,4.16,4.19,11691,11614,38.93,30.56,12.81,9.74,268745.73,14.44,10.66,18675
128,0,45091.59,4.13,10.73,10911,4201,35.22,136.83,12.64,9.49,243145.09,12.8,9.81,8227
128,0,52202.1,4.71,10.21,11075,5111,35.67,56.72,11.45,6.1,246260,13.92,9.44,7938
128,0,44459.74,4.1,20.35,10836,2185,35.36,35.42,12.54,8.36,244159.73,12.45,8.01,5139
129,0,156742.44,10449.5,0.56,15,277516,82.01,0.01,13.55,18.71,1640159.3,99.48,0.39,382066
129,0,146380.83,6653.67,0.66,22,223262,82.27,0.12,13.7,20.73,1645402.08,99.54,0.38,262430
129,0,140146.59,5005.24,0.67,28,209282,83.59,0.36,14.03,21.33,1671843.96,99.55,0.38,235803
129,0,108389.03,12043.23,3.46,9,31349,82.78,7.44,14.1,29.82,1655583.15,99.29,0.38,31443
129,0,90860.71,11357.59,2.48,8,36630,68.75,0.97,12.51,27.15,1375066.62,97.55,0.36,36861
129,0,52162.05,6520.26,2.66,8,19581,66.98,0,8.96,27.33,1339588.81,97.19,0.37,19667
129,0,65573.18,9367.6,2.44,21991,26871,65.09,0,8.43,25.32,1301761.79,96.95,0.38,27085
129,0,98981.1,9898.11,2.42,25910,40931,65.54,0,8.22,25.4,1310785.27,97.17,0.38,41356
129,0,75440.97,7544.1,1.99,1761,37954,64.83,0,8.43,24.49,1296542.83,97.24,0.39,38261
129,0,55428.91,9238.15,3.28,24828,16919,62.89,0,8.77,25.37,1257866.21,97.2,0.4,17314
129,0,139591.4,1.08,2.63,129775,53104,39.34,0.1,11.33,27.9,1180331.38,97.35,0.42,5303615
129,0,94561.99,0.81,1.5,21194,63014,37.7,1.7,10.32,27.11,1131051.99,97.52,0.44,3226523
129,0,64040.29,0.84,1.67,12493,38406,36.56,0.6,9.77,24.27,1096914.25,97.06,0.46,1129876
129,0,53110.34,0.86,1.49,8663,35597,35.34,0.3,9.49,20.86,1060124.46,96.74,0.47,431249
129,0,63564.1,1.65,3.29,0,19313,34.6,0.8,9.83,23.23,1038107.44,95.49,0.48,432189
129,0,48235.16,2.7,2.93,0,16460,32.89,1.9,9.57,18.94,986623.98,95,0.51,116708
129,0,55060.9,2.41,2.38,22840,23106,31.86,15,9.65,16.94,955815.8,94.87,0.52,169086
129,0,24533.67,3.13,0.82,7842,30026,30.42,4.8,10.23,17.23,912734.31,94.81,0.55,112759
129,0,49763.11,3.55,0.87,8615,56901,29.22,0.2,10,14.44,876561.05,93.47,0.57,378080
142,0,540888.26,3.39,2.28,159351,237420,312.49,0.03,9.92,22.54,1562471.82,6.7,0.07,4268944
142,0,538881.8,3.61,1.44,149073,373725,299.33,0.01,9.59,21.19,1496643.5,4.45,0.1,3463045
142,0,633230.92,3.92,1.25,161480,504916,322.83,0.02,9.57,20.28,1614166.41,0.55,0.07,4051644
142,0,627639.64,3.72,2.12,168902,296310,334.05,0,9.71,22.37,1670256.3,0.53,0.06,4150539
142,0,513013.05,2.17,1.16,236031,443627,346.82,0,9.6,21.14,1734096.09,0.53,0.06,3928797
142,0,385806.16,2.55,1.25,151188,309665,350.22,0,9.52,21.15,1751085.29,0.51,0.06,3337342
