wdzjPlatId,platName,isBroken,amount,avgBidMoney,avgBorrowMoney,bidderNum,borrowerNum,currentLeverageAmount,fullloanTime,netInflowOfThirty,incomeRate,loanPeriod,stayStillOfTotal,top10DueInProportion,top10StayStillProportion,totalLoanNum
5546,海鸥金服,0,1089.59,15.35,18.16,71,60,0.26,99.33,41.05,9.92,1.92,1285.22,55.07,39.37,130
5588,念钱安,1,11267.57,3.77,22.31,2992,505,5.41,837.02,3.32,11.04,3.08,27046.53,7.52,35.48,737
5653,相融网,0,2750,9.52,91.67,289,30,6.11,5.38,0,10.05,4.07,7419.97,31.84,16.17,30
5655,平太金服,0,430,9.35,53.75,46,8,0.43,162.18,-40,9.45,2.49,850,53.67,100,12
5658,洋钱罐,0,264943.02,4.27,0.32,61999,836433,43.22,0,1347.14,9.42,7.6,432184.15,1.85,0.02,1524573
5715,苏诚金融,0,1512.84,3.48,18.91,435,80,2.38,12,-14.69,12.15,7.69,11908.44,20.84,8.4,98
5724,你我金融,0,1320.19,1.63,0.67,809,1985,21.06,68.4,-85.22,11.36,10.15,21864.14,13.83,1.86,1992
5728,无忧车贷,0,2190.8,1.8,8.59,1214,255,1.02,3.49,73.98,13.85,8.3,10203.6,8.55,4.27,270
5736,亿亿理财,0,1437,19.16,39.92,75,36,0.63,2284.8,18,9.45,4.65,6262.11,82.33,54.79,75
6227,瑞达金服,0,614.96,10.42,9.32,59,66,0.19,359.9,13.07,12,3,949.81,47.23,20.39,68
6287,峰向标,0,5251.41,3.85,40.09,1364,131,11.23,11.3,-1.76,10.2,29.1,56167.63,5.45,1.78,131
6297,贴身贷,0,129.84,9.27,4.64,14,28,0.17,583.79,1,10.42,5.61,508.34,85.84,45.64,30
6302,诚成贷,0,2175,9.38,49.43,232,44,2.1,19.7,660,7.51,4.21,10490.66,13.9,17.64,47
6304,国艺金服,0,235,5.47,47,43,5,1,499,0,9.99,5.17,2998.27,42.55,33.34,6
6369,善林财富,1,44756.78,2.71,0.23,16518,196894,1.47,7.03,1541.04,9.21,10.9,175830.26,1.95,0.64,199573
6392,通通理财,1,7831,4.51,391.55,1735,20,1.57,715.6,60,10.2,2.41,15666.27,34.77,94.24,404
6393,虎融宝,0,100,2.7,33.33,37,3,0.18,3322.7,0,11.3,3.9,884.99,0,90.96,4
6398,链链金融,0,3609.3,1.56,7.01,2321,515,12.88,0.74,-3.15,6.19,39.28,38647.4,13.85,0.52,3788
6441,商赢金服,0,202.8,4.61,8.45,44,24,0.05,148.99,-2.56,7.97,2.96,765.49,59.65,26.04,24
6483,威阳普惠,0,1540.3,2.61,16.56,591,93,1.88,243.3,-56.22,10.43,20.07,11257.51,19.13,9.42,97
6499,恩科e贷,0,1280,4.46,20,287,64,3.31,124.6,0,9.09,6.8,16540.16,4.27,1.69,64
6532,铜钱贯,0,3000,11.11,48.39,270,62,1.32,808.9,-8.99,9.29,8.14,15863,17.46,12.36,184
6533,银谷在线,0,57792.42,1.39,0.81,41591,71061,83.48,6.1,-1223.51,9.8,34.62,834797.13,0.82,0.76,109571
6539,车行金服,0,2062.5,9.25,11.99,223,172,1.12,200.5,15,16.58,2.4,5599.17,24.78,9.6,187
6592,前金融,1,11657.83,3.16,159.7,3688,73,4,372.88,185.34,12.3,3.73,31991.14,5.05,63.02,510
6612,银信私人财行,0,435.3,2.47,14.51,176,30,0.48,1214.5,-60.17,9.44,9.31,4761.12,17.47,14.02,30
6614,银强金融,0,2398,3.85,22,623,109,0.4,986.54,-10,10.43,0.78,2024.01,55.1,45.65,111
6655,用呗金融,0,26,1.44,6.5,18,4,0.15,3.9,0,12.55,6.46,461,53.87,45.34,4
6683,多啦理财,0,1719.75,12.2,0.48,141,3551,0.92,2.2,-41.24,8.9,10.91,9208.4,68.3,0.22,3551
6685,几何金融,0,285,7.31,57,39,5,0.38,1359.45,0,8.23,3.74,3842.96,75.38,82.25,7
6746,汇诚普惠,0,185.22,8.82,18.52,21,10,0.16,677.7,0,9.96,8.23,814.19,77.98,87.76,11
6777,笑脸金融,0,81182.23,6.89,0.33,11787,246384,26.35,1.2,-2339.16,8,2.06,131746.46,2.42,0.13,302728
6876,粤盛金融,0,430,6.42,35.83,67,12,0.32,2141.76,0,10.19,3.51,1585.01,51.32,49.21,14
6881,滚雪球理财,0,2635,1.44,85,1825,31,4.7,1445,-7.4,7.7,5.82,23482.53,6.48,4.26,57
6886,包公有财,0,2336.36,2.13,0.38,1098,6120,0.86,0,0,10.1,4.76,4311.69,13.62,0.51,6120
6890,红小宝,0,4843.57,0.93,5.91,5232,820,7.03,0.1,-52.98,12,36,140633.84,2.38,0.12,820
6955,土土金服,0,3585.46,13.43,8.9,267,403,0.76,220.49,114.5,12.05,2.57,7615.26,89.82,19.56,403
6962,油界贷,0,3990,8.81,86.74,453,46,26.46,16.4,150,11.03,13.16,26460,8.17,3.78,46
7010,云端金融,1,39280,4.54,4910,8643,8,2.79,709.28,-739.94,12.32,1.53,55729.93,3.58,1.83,579
7029,51财融融,1,2932,4.57,43.12,642,68,0.26,452.87,109,9.97,1.24,3065.08,29.92,32.95,214
7045,凹凸凹金服网,0,1080,11.61,98.18,93,11,0.43,5151.3,0,8.2,3.96,2482.02,45,40.29,11
7075,玛瑙湾,0,128614.47,4.59,0.41,28034,314502,29.69,0.3,-767.71,6.61,3.73,296928.51,1.6,0.33,361914
7092,小鸽理财,0,18.39,1.41,2.3,13,8,0.64,0,-27,10.34,4.01,3177.49,74.08,31.47,25
7145,鑫银宝,0,891,9.19,21.21,97,42,1.08,973.5,-42.91,11.84,3.86,3244.02,39.34,19.04,42
